NTD ID,Agency Name,Reporter Type,Reporting Module,Primary Mode Served,Facility ID,Facility Type,Facility Name,Street Address,City,State,ZIP Code,Latitude,Longitude, Square Feet ,Section of a Larger Facility,Year Built or Reconstructed as New,LonLat,full_address,lon_digits,lat_digits,coordinates,County,Category,Definition
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2264,Underground Fixed Guideway Station,21 St - BCT,,"New York, NY",NY,11101,40.7441,-73.94968,"44,500",0,1933,"(-73.94968, 40.7441)","11-31 47th Rd, Queens, NY 11101, USA",5,4,"(40.7442102, -73.9498529)",Queens County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2265,Underground Fixed Guideway Station,Greenpoint Av - BCT,,"New York, NY",NY,11222,40.73127,-73.95443,"27,200",0,1933,"(-73.95443, 40.73127)","933-935 Manhattan Ave, Brooklyn, NY 11222, USA",5,5,"(40.7312746, -73.9546414)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2266,Underground Fixed Guideway Station,Nassau Av - BCT,,"New York, NY",NY,11222,40.72467,-73.9513,"25,900",0,1933,"(-73.9513, 40.72467)","666-668 Manhattan Ave, Brooklyn, NY 11222, USA",4,5,"(40.7247873, -73.9510538)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2267,Underground Fixed Guideway Station,Metropolitan Av - BCT,,"New York, NY",NY,11211,40.71288,-73.95141,"67,600",0,2000,"(-73.95141, 40.71288)","422 Union Ave, Brooklyn, NY 11211, USA",5,5,"(40.712998, -73.951251)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2268,Underground Fixed Guideway Station,Broadway - BCT,,"New York, NY",NY,11211,40.70566,-73.95024,"57,800",0,1937,"(-73.95024, 40.70566)","503 Broadway, Brooklyn, NY 11211, USA",5,5,"(40.705593, -73.95039009999999)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2269,Underground Fixed Guideway Station,Flushing Av - BCT,,"New York, NY",NY,11206,40.70075,-73.95028,"27,700",0,1937,"(-73.95028, 40.70075)","23 Union Ave, Brooklyn, NY 11206, USA",5,5,"(40.7008556, -73.9504792)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2270,Underground Fixed Guideway Station,Myrtle - Willoughby Avs - BCT,,"New York, NY",NY,11206,40.6947,-73.94907,"27,600",0,1937,"(-73.94907, 40.6947)","586 Marcy Ave, Brooklyn, NY 11206, USA",5,4,"(40.6947615, -73.9492174)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2271,Underground Fixed Guideway Station,Bedford-Nostrand Avs - BCT,,"New York, NY",NY,11205,40.68963,-73.9535,"64,200",0,1937,"(-73.9535, 40.68963)","536 Lafayette Ave, Brooklyn, NY 11205, USA",4,5,"(40.6894625, -73.9534793)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2272,Underground Fixed Guideway Station,Classon Av - BCT,,"New York, NY",NY,11238,40.68887,-73.95999,"35,900",0,1937,"(-73.95999, 40.68887)","Classon Av, Brooklyn, NY 11238, USA",5,5,"(40.6888909, -73.9600007)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2273,Underground Fixed Guideway Station,Clinton-Washington Avs - BCT,,"New York, NY",NY,11238,40.68807,-73.9669,"45,800",0,1937,"(-73.9669, 40.68807)","335 Waverly Ave, Brooklyn, NY 11238, USA",4,5,"(40.6879656, -73.9666646)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2274,Underground Fixed Guideway Station,Fulton St - BCT,,"New York, NY",NY,11217,40.68712,-73.97557,"29,000",0,1937,"(-73.97557, 40.68712)","64a Lafayette Ave, Brooklyn, NY 11217, USA",5,5,"(40.6869841, -73.97535719999999)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2275,Elevated Fixed Guideway Station,242 St - BW7,,"New York, NY",NY,10471,40.88917,-73.89862,"31,800",0,1908,"(-73.89862, 40.88917)","5981 Broadway, Bronx, NY 10471, USA",5,5,"(40.8885096, -73.898975)",Bronx County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2276,Elevated Fixed Guideway Station,238 St - BW7,,"New York, NY",NY,10463,40.88456,-73.90095,"15,800",0,1908,"(-73.90095, 40.88456)","5791 US-9, Bronx, NY 10463, USA",5,5,"(40.8844295, -73.9012556)",Bronx County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2277,Elevated Fixed Guideway Station,231 St - BW7,,"New York, NY",NY,10463,40.87882,-73.90488,"14,900",0,1991,"(-73.90488, 40.87882)","Broadway/W 231 St, Bronx, NY 10463, USA",5,5,"(40.878788, -73.90484599999999)",Bronx County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2278,Elevated Fixed Guideway Station,225 St - BW7,,New York,NY,0None,40.87463,-73.90975,"14,300",0,1991,"(-73.90975, 40.87463)","Broadway/w 225 St, New York, NY, USA",5,5,"(40.87479, -73.90920299999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2279,Elevated Fixed Guideway Station,215 St - BW7,,New York,NY,10034,40.86952,-73.91521,"16,400",0,1991,"(-73.91521, 40.86952)","10 Av/W 215 St, New York, NY 10034, USA",5,5,"(40.86948, -73.915222)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2280,Elevated Fixed Guideway Station,207 St - BW7,,New York,NY,10034,40.86459,-73.91885,"15,200",0,1991,"(-73.91885, 40.86459)","207 St, New York, NY 10034, USA",5,5,"(40.8644301, -73.91886869999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2281,Elevated Fixed Guideway Station,Dyckman St - BW7,,New York,NY,10034,40.86056,-73.9255,"20,700",0,1906,"(-73.9255, 40.86056)","170 Nagle Ave, New York, NY 10034, USA",4,5,"(40.8618674, -73.9246177)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2282,Underground Fixed Guideway Station,191 St - BW7,,New York,NY,10040,40.85522,-73.92941,"80,700",0,2004,"(-73.92941, 40.85522)","191 St, 191st St Station Entrance Tunnel & Elevator, New York, NY 10040, USA",5,5,"(40.8564197, -73.932621)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2283,Underground Fixed Guideway Station,181 St - BW7,,New York,NY,10033,40.84957,-73.93353,"35,300",0,2000,"(-73.93353, 40.84957)","181 St, New York, NY 10033, USA",5,5,"(40.84913, -73.93372889999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2284,Underground Fixed Guideway Station,168 St- Broadway - BW7,,New York,NY,10032,40.84065,-73.94007,"49,800",0,1991,"(-73.94007, 40.84065)","3981 Broadway, New York, NY 10032, USA",5,5,"(40.840888, -73.94052099999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2285,Underground Fixed Guideway Station,157 St - BW7,,New York,NY,10032,40.83403,-73.9449,"15,500",0,1904,"(-73.9449, 40.83403)","3778 Broadway, New York, NY 10032, USA",4,5,"(40.8338911, -73.9446913)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2286,Underground Fixed Guideway Station,145 St - BW7,,New York,NY,10031,40.82641,-73.95044,"17,900",0,1904,"(-73.95044, 40.82641)","Broadway &, W 145th St, New York, NY 10031, USA",5,5,"(40.8264107, -73.9503568)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2287,Underground Fixed Guideway Station,137 St - BW7,,New York,NY,10031,40.82144,-73.95409,"17,400",0,1988,"(-73.95409, 40.82144)","137 St-City College, New York, NY 10031, USA",5,5,"(40.8214063, -73.9541862)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2288,Elevated Fixed Guideway Station,125 St - BW7,,New York,NY,10027,40.81559,-73.95836,"19,600",0,1991,"(-73.95836, 40.81559)","125 St, New York, NY 10027, USA",5,5,"(40.8109791, -73.9530889)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2289,Underground Fixed Guideway Station,116 St- Columbia Univ - BW7,,New York,NY,10027,40.80768,-73.96415,"18,400",0,2004,"(-73.96415, 40.80768)","M60 Bus Stop, New York, NY 10027, USA",5,5,"(40.807722, -73.96410999999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2290,Underground Fixed Guideway Station,Cathedral Pkwy- 110 St - BW7,,New York,NY,10025,40.80417,-73.9667,"15,900",0,2004,"(-73.9667, 40.80417)","Broadway/Cathedral Py, New York, NY 10025, USA",4,5,"(40.80406600000001, -73.96661)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2291,Underground Fixed Guideway Station,103 St - BW7,,New York,NY,10025,40.79936,-73.96843,"19,000",0,2004,"(-73.96843, 40.79936)","103 St, New York, NY 10025, USA",5,5,"(40.7962859, -73.961648)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2292,Underground Fixed Guideway Station,96 St - BW7,,New York,NY,10025,40.79411,-73.9722,"34,200",0,2010,"(-73.9722, 40.79411)","96 St, W 96th St, New York, NY 10025, USA",4,5,"(40.7941912, -73.9721368)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2293,Underground Fixed Guideway Station,86 St - BW7,,New York,NY,10024,40.78888,-73.97606,"17,600",0,1904,"(-73.97606, 40.78888)","2376 Broadway, New York, NY 10024, USA",5,5,"(40.7887585, -73.9757424)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2294,Underground Fixed Guideway Station,79 St - BW7,,New York,NY,10024,40.7841,-73.9798,"17,200",0,1904,"(-73.9798, 40.7841)","Broadway/W 79 St, New York, NY 10024, USA",4,4,"(40.784084, -73.979584)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2295,Underground Fixed Guideway Station,72 St - BW7,,New York,NY,10023,40.77842,-73.98197,"18,000",0,2003,"(-73.98197, 40.77842)","72 St, New York, NY 10023, USA",5,5,"(40.778453, -73.98196999999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2296,Underground Fixed Guideway Station,66 St- Lincoln Center - BW7,,New York,NY,10023,40.77386,-73.9822,"21,200",0,1999,"(-73.9822, 40.77386)","Broadway/w 66 St, New York, NY 10023, USA",4,5,"(40.774269, -73.982025)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2297,Underground Fixed Guideway Station,59 St - BW7,,New York,NY,10023,40.7684,-73.9819,"20,600",0,1904,"(-73.9819, 40.7684)","55 Columbus Cir, New York, NY 10023, USA",4,4,"(40.7684613, -73.9819693)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2298,Underground Fixed Guideway Station,50 St - BW7,,New York,NY,10019,40.76172,-73.98389,"19,800",0,1994,"(-73.98389, 40.76172)","1638 Broadway, New York, NY 10019, USA",5,5,"(40.761683, -73.9836691)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2299,Underground Fixed Guideway Station,Times Sq - 42 St - BW7,,New York,NY,10036,40.75525,-73.98753,"64,800",0,2002,"(-73.98753, 40.75525)","West 41st Street &, 7th Ave, New York, NY 10036, USA",5,5,"(40.7553777, -73.9874431)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2300,Underground Fixed Guideway Station,34 St - BW7,,New York,NY,10120,40.75034,-73.99112,"62,700",0,1998,"(-73.99112, 40.75034)","34 St-Penn Station, New York, NY 10120, USA",5,5,"(40.751056, -73.9903102)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2301,Underground Fixed Guideway Station,28 St - BW7,,New York,NY,10001,40.7471,-73.99346,"21,800",0,1990,"(-73.99346, 40.7471)","28 St, New York, NY 10001, USA",5,4,"(40.7470686, -73.99350919999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2302,Underground Fixed Guideway Station,23 St - BW7,,New York,NY,10011,40.74411,-73.99563,"16,800",0,1990,"(-73.99563, 40.74411)","23 St, New York, NY 10011, USA",5,5,"(40.7453747, -73.9984144)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2303,Underground Fixed Guideway Station,18 St - BW7,,New York,NY,10011,40.74105,-73.99787,"18,900",0,1992,"(-73.99787, 40.74105)","18 St, New York, NY 10011, USA",5,5,"(40.74106949999999, -73.9978777)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2304,Underground Fixed Guideway Station,14 St - BW7,,New York,NY,10118,40.73785,-74.00018,"36,000",0,1918,"(-74.00018, 40.73785)","39 7th Ave, New York, NY 10118, USA",5,5,"(40.7377056, -74.0000649)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2305,Underground Fixed Guideway Station,Christopher St- Sheridan - BW7,,New York,NY,10014,40.73363,-74.00276,"16,700",0,1994,"(-74.00276, 40.73363)","Christopher St-Sheridan Sq, New York, NY 10014, USA",5,5,"(40.73357840000001, -74.00287279999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2306,Underground Fixed Guideway Station,Houston St - BW7,,New York,NY,10014,40.7286,-74.00529,"20,500",0,1994,"(-74.00529, 40.7286)","Houston St, W Houston St, New York, NY 10014, USA",5,4,"(40.7286024, -74.0053168)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2307,Underground Fixed Guideway Station,Canal St - BW7,,New York,NY,10013,40.72309,-74.0062,"23,700",0,1992,"(-74.0062, 40.72309)","25 Varick St, New York, NY 10013, USA",4,5,"(40.72304, -74.0064539)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2308,Underground Fixed Guideway Station,Franklin St - BW7,,New York,NY,10013,40.71928,-74.00691,"18,800",0,1988,"(-74.00691, 40.71928)","Varick & Franklin St, New York, NY 10013, USA",5,5,"(40.7190684, -74.0069547)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2309,Underground Fixed Guideway Station,Chambers St - BW7,,New York,NY,10013,40.71555,-74.00919,"38,400",0,1918,"(-74.00919, 40.71555)","Chambers St, New York, NY 10013, USA",5,5,"(40.7155477, -74.0093069)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2310,Underground Fixed Guideway Station,Cortlandt St - BW7,,New York,NY,10006,40.71155,-74.01218,"22,700",0,2019,"(-74.01218, 40.71155)","180 Greenwich St, New York, NY 10006, USA",5,5,"(40.7115294, -74.0123704)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2311,Underground Fixed Guideway Station,Rector St - BW7,,New York,NY,10006,40.70734,-74.0139,"18,400",0,2002,"(-74.0139, 40.70734)","71 Greenwich St, New York, NY 10006, USA",4,5,"(40.7073148, -74.01374280000002)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2312,Underground Fixed Guideway Station,South Ferry Terminal - BW7,,New York,NY,10004,40.70226,-74.01383,"95,000",0,2009,"(-74.01383, 40.70226)","South Ferry/Terminal, New York, NY 10004, USA",5,5,"(40.702122, -74.013664)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2313,Underground Fixed Guideway Station,Park Place - CLK,,New York,NY,10007,40.71322,-74.00909,"21,600",0,1999,"(-74.00909, 40.71322)","27 Park Pl, New York, NY 10007, USA",5,5,"(40.7133204, -74.00895369999999)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2314,Underground Fixed Guideway Station,Fulton St - CLK,,New York,NY,10038,40.70938,-74.00662,"20,000",0,2007,"(-74.00662, 40.70938)","127 William St, New York, NY 10038, USA",5,5,"(40.7094482, -74.0067254)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2315,Underground Fixed Guideway Station,Wall St - CLK,,New York,NY,10005,40.70681,-74.0091,"17,400",0,1994,"(-74.0091, 40.70681)","51 William St, New York, NY 10005, USA",4,5,"(40.7068901, -74.0092239)",New York County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2316,Underground Fixed Guideway Station,Clark St - CLK,,"New York, NY",NY,11201,40.69744,-73.99297,"23,300",0,1987,"(-73.99297, 40.69744)","82 Clark St, Brooklyn, NY 11201, USA",5,5,"(40.697313, -73.9929406)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2317,Underground Fixed Guideway Station,Borough Hall - CLK,,"New York, NY",NY,11201,40.69317,-73.98996,"25,700",0,1919,"(-73.98996, 40.69317)","Borough Hall, Freedom#8573311~!# New York US, Brooklyn, NY 11201, USA",5,5,"(40.6931492, -73.9900883)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2318,Underground Fixed Guideway Station,Hoyt St - EPK,,"New York, NY",NY,11201,40.69056,-73.98514,"20,900",0,1986,"(-73.98514, 40.69056)","Hoyt St, Brooklyn, NY 11201, USA",5,5,"(40.6870993, -73.9874639)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2319,Underground Fixed Guideway Station,Nevins St - EPK,,"New York, NY",NY,11217,40.68825,-73.98049,"36,400",0,1997,"(-73.98049, 40.68825)","Nevins St, Brooklyn, NY 11217, USA",5,5,"(40.6830195, -73.9847286)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2320,Underground Fixed Guideway Station,Atlantic Av-Barclays Ctr - EPK,,"New York, NY",NY,11217,40.68456,-73.97783,"42,000",0,2004,"(-73.97783, 40.68456)","Flatbush Ave/Atlantic Av, Brooklyn, NY 11217, USA",5,5,"(40.6845573, -73.97761539999999)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2321,Underground Fixed Guideway Station,Bergen St - EPK,,"New York, NY",NY,11217,40.68088,-73.97515,"15,800",0,1920,"(-73.97515, 40.68088)","Bergen St, Brooklyn, NY 11217, USA",5,5,"(40.6825653, -73.9798145)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2322,Underground Fixed Guideway Station,Grand Army Plz - EPK,,"New York, NY",NY,11238,40.67523,-73.97099,"24,600",0,1997,"(-73.97099, 40.67523)","Grand Army Plaza, Brooklyn, NY 11238, USA",5,5,"(40.6740248, -73.9701254)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2323,Underground Fixed Guideway Station,Eastern Pky - EPK,,"New York, NY",NY,11238,40.67219,-73.96431,"23,600",0,2003,"(-73.96431, 40.67219)","Eastern Pkwy - Brooklyn Museum, Brooklyn, NY 11238, USA",5,5,"(40.6719362, -73.9643725)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2324,Underground Fixed Guideway Station,Franklin Av - EPK,,"New York, NY",NY,11238,40.67081,-73.95791,"35,800",0,1920,"(-73.95791, 40.67081)","Franklin Av/Eastern Pkwy, Brooklyn, NY 11238, USA",5,5,"(40.6704562, -73.95805)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2325,Underground Fixed Guideway Station,Nostrand Av - EPK,,"New York, NY",NY,11225,40.66992,-73.95047,"17,800",0,1920,"(-73.95047, 40.66992)","Nostrand Av, Brooklyn, NY 11225, USA",5,5,"(40.6644564, -73.9510346)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2326,Underground Fixed Guideway Station,Kingston Av - EPK,,"New York, NY",NY,11213,40.66948,-73.94218,"16,200",0,1920,"(-73.94218, 40.66948)","Kingston Av, Brooklyn, NY 11213, USA",5,5,"(40.6721522, -73.9419292)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2327,Underground Fixed Guideway Station,Utica Av - EPK,,"New York, NY",NY,11213,40.66896,-73.93244,"32,200",0,2005,"(-73.93244, 40.66896)","Crown Hts-Utica Av, Utica Ave, Brooklyn, NY 11213, USA",5,5,"(40.66888369999999, -73.9324608)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2328,Elevated Fixed Guideway Station,Sutter Av- Rutland Rd - NLT,,"New York, NY",NY,11236,40.66475,-73.92264,"16,000",0,1920,"(-73.92264, 40.66475)","911 E 98th St, Brooklyn, NY 11236, USA",5,5,"(40.66489199999999, -73.92248099999999)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2329,Elevated Fixed Guideway Station,Saratoga Av - NLT,,"New York, NY",NY,11212,40.66148,-73.91633,"16,100",0,1920,"(-73.91633, 40.66148)","Saratoga Av, Brooklyn, NY 11212, USA",5,5,"(40.6678768, -73.9171014)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2330,Elevated Fixed Guideway Station,Rockaway Av - NLT,,"New York, NY",NY,11224,40.66252,-73.90897,"16,400",0,1920,"(-73.90897, 40.66252)","Rockaway Av, Brooklyn, NY 11224, USA",5,5,"(40.6656449, -73.9097063)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2331,Elevated Fixed Guideway Station,Junius St - NLT,,"New York, NY",NY,11212,40.66349,-73.9024,"19,000",0,1920,"(-73.9024, 40.66349)","410 Livonia Ave, Brooklyn, NY 11212, USA",4,5,"(40.6634765, -73.9023108)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2332,Elevated Fixed Guideway Station,Pennsylvania Av - NLT,,"New York, NY",NY,11207,40.66466,-73.89488,"16,100",0,1920,"(-73.89488, 40.66466)","601 Livonia Ave, Brooklyn, NY 11207, USA",5,5,"(40.6647041, -73.8949452)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2333,Elevated Fixed Guideway Station,Van Siclen Av - NLT,,"New York, NY",NY,11207,40.66549,-73.88931,"16,100",0,1922,"(-73.88931, 40.66549)","728 Livonia Ave, Brooklyn, NY 11207, USA",5,5,"(40.66523979999999, -73.8899521)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2334,Elevated Fixed Guideway Station,New Lots Av - NLT,,"New York, NY",NY,11207,40.66624,-73.88391,"14,000",0,1922,"(-73.88391, 40.66624)","Livonia Av/Ashford St, Brooklyn, NY 11207, USA",5,5,"(40.666363, -73.883636)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2335,Underground Fixed Guideway Station,President St - NOS,,"New York, NY",NY,11225,40.66808,-73.95068,"17,200",0,1920,"(-73.95068, 40.66808)","President St-Medgar Evers College, Brooklyn, NY 11225, USA",5,5,"(40.6681585, -73.9506586)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2336,Underground Fixed Guideway Station,Sterling St - NOS,,"New York, NY",NY,11225,40.66313,-73.95089,"19,800",0,1920,"(-73.95089, 40.66313)","Sterling St, Brooklyn, NY 11225, USA",5,5,"(40.6629745, -73.953305)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2337,Underground Fixed Guideway Station,Winthrop St - NOS,,"New York, NY",NY,11225,40.65709,-73.95029,"17,600",0,1920,"(-73.95029, 40.65709)","1230 Nostrand Ave., Brooklyn, NY 11225, USA",5,5,"(40.6572006, -73.95041719999999)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2338,Underground Fixed Guideway Station,Church Av - NOS,,"New York, NY",NY,11226,40.6508,-73.94963,"16,600",0,1997,"(-73.94963, 40.6508)","Church Av, Brooklyn, NY 11226, USA",5,4,"(40.6495233, -73.9632839)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2339,Underground Fixed Guideway Station,Beverly Rd - NOS,,"New York, NY",NY,11226,40.64514,-73.949,"15,900",0,1920,"(-73.949, 40.64514)","Beverly Rd, Brooklyn, NY 11226, USA",3,5,"(40.6450367, -73.9487141)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2340,Underground Fixed Guideway Station,Newkirk Av - NOS,,"New York, NY",NY,11226,40.64001,-73.94845,"15,000",0,1920,"(-73.94845, 40.64001)","Newkirk Av-Little Haiti, Newkirk Ave, Brooklyn, NY 11226, USA",5,5,"(40.639969, -73.94841)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2341,Underground Fixed Guideway Station,Flatbush Av-Bklyn College - NOS,,"New York, NY",NY,11210,40.63288,-73.94769,"23,000",0,1997,"(-73.94769, 40.63288)","Flatbush Av - Brooklyn College, Brooklyn, NY 11210, USA",5,5,"(40.6328353, -73.947639)",Kings County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2342,Elevated Fixed Guideway Station,Pelham Bay Park - PEL,,"New York, NY",NY,10461,40.85252,-73.82805,"38,500",0,1989,"(-73.82805, 40.85252)","3265 Westchester Ave, Bronx, NY 10461, USA",5,5,"(40.8526337, -73.8281562)",Bronx County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2343,Elevated Fixed Guideway Station,Buhre Av - PEL,,"New York, NY",NY,10461,40.84683,-73.83258,"18,300",0,1920,"(-73.83258, 40.84683)","2937 Westchester Ave, Bronx, NY 10461, USA",5,5,"(40.8468448, -73.8326416)",Bronx County,1,Legacy Heavy Rail
20008,MTA New York City Transit,Full Reporter,Urban,Heavy Rail,2344,Elevated Fixed Guideway Station,Middletown Rd - PEL,,"New York, NY",NY,10461,40.84388,-73.83625,"17,700",0,1920,"(-73.83625, 40.84388)","Middletown Rd, Bronx, NY 10461, USA",5,5,"(40.843915, -73.8361681)",Bronx County,1,Legacy Heavy Rail
